CID,RDKIT_SMILES,Type,UMAP-1,UMAP-2
222,N,Existing,-0.08725223,7.694655
6329,CN,Existing,-0.23142101,7.952514
6341,CCN,Existing,0.62970793,7.087673
7852,CCCN,Existing,1.0869052,6.7712345
8007,CCCCN,Existing,1.7573353,6.5011053
8060,CCCCCN,Existing,2.0872297,6.9963007
8102,CCCCCCN,Existing,2.2538054,6.7336874
8127,CCCCCCCN,Existing,2.3721075,6.825162
8143,CCCCCCCCN,Existing,2.8604617,6.991671
16215,CCCCCCCCCN,Existing,2.470328,6.5459533
8916,CCCCCCCCCCN,Existing,2.303883,6.8852
13583,CCCCCCCCCCCCN,Existing,2.2409117,6.399826
16217,CCCCCCCCCCCCCCN,Existing,2.6864002,6.8689113
8926,CCCCCCCCCCCCCCCCN,Existing,2.619738,7.034019
15793,CCCCCCCCCCCCCCCCCCN,Existing,2.480548,6.5600934
6363,CC(C)N,Existing,0.6457284,7.938061
24874,CCC(C)N,Existing,0.5145078,8.289767
6558,CC(C)CN,Existing,1.6654837,8.019174
5603,CCCCCC(C)N,Existing,0.9640787,8.764174
7719,CCCCC(CC)CN,Existing,1.8901244,8.67031
7853,C=CCN,Existing,1.7434609,8.813337
10034574,C#CCCN,Existing,2.1751728,7.2149563
155569865,CCCCC#CC#CCCN,Existing,2.2716508,7.55121
674,CNC,Existing,-0.14881831,8.206243
1146,CN(C)C,Existing,-0.20232113,7.7593083
9321,NN,Existing,-0.41790426,7.964596
6061,CNN,Existing,-0.33318934,7.6444035
67171,CC(=N)N,Existing,0.7142181,7.5858045
1647,N#CCCN,Existing,3.0034258,6.844976
3520,N=C(N)N,Existing,0.30098093,7.5371537
68047,N=CN,Existing,0.4781934,7.299384
5142,CSC(=N)N,Existing,2.0254185,10.461147
239,NCCC(=O)O,Existing,3.1325786,8.46211
119,NCCCC(=O)O,Existing,3.0054317,8.23247
138,NCCCCC(=O)O,Existing,3.2525225,8.513498
787,NO,Existing,0.04248081,7.6225433
700,NCCO,Existing,3.3570123,8.002391
9086,NCCCO,Existing,3.213536,7.5194154
25868,NCCCCO,Existing,3.0824044,7.637263
75634,NCCCCCO,Existing,3.1675007,7.7578106
19960,NCCCCCCO,Existing,2.977294,7.9288354
13306451,NCCI,Existing,2.6561065,7.7598534
21194665,NCCCI,Existing,2.6262076,7.5758615
21440816,NCCCCI,Existing,2.964388,7.577513
86056440,NCCCCCI,Existing,2.7619586,7.8406067
13406458,NCCCCCCI,Existing,2.4361086,7.809478
7851,NCCBr,Existing,1.7707609,7.277491
13369,NCCCl,Existing,2.7498786,8.949355
9996,NCCF,Existing,1.649803,6.8304386
136274,NCC(F)F,Existing,1.6251869,7.305155
9773,NCC(F)(F)F,Existing,2.0078263,7.339804
69828,NC1CC1,Existing,0.39936957,8.009085
75645,NC1CCC1,Existing,0.9488923,8.379336
2906,NC1CCCC1,Existing,1.0871156,7.8683524
7965,NC1CCCCC1,Existing,0.897549,8.179876
2899,NC1CCCCCC1,Existing,1.2995851,8.073662
2903,NC1CCCCCCC1,Existing,1.422118,8.094022
76688,NCC1CCCCC1,Existing,2.0776327,8.727456
20509,NCCC1CCCCC1,Existing,2.2279778,8.057071
76938,NCCC1=CCCCC1,Existing,1.2547355,10.430058
419223,NC1CCOCC1,Existing,1.6001728,10.124657
129866010,CC1CC(ON)OC1C,Existing,0.8997681,11.862701
3847030,NC1CCC(F)(F)CC1,Existing,1.4049428,10.03971
10422,C1CNC1,Existing,-0.25726292,8.736287
8082,C1CCNCC1,Existing,-0.42572576,9.366915
66059,C1=CCNC1,Existing,0.20853998,9.458142
52911246,FC1CCCNCC1,Existing,-0.41633487,10.215756
2758352,FC1(F)CCNCC1,Existing,-0.1305053,10.019208
7504,NCc1ccccc1,Existing,4.5017447,12.445848
66035,Cc1ccc(CN)cc1,Existing,4.2860484,12.873604
7515,CNc1ccccc1,Existing,2.195334,12.993868
1001,NCCc1ccccc1,Existing,4.4345217,10.737546
7408,CC(N)c1ccccc1,Existing,4.582119,13.846055
643189,CC(N)c1ccccc1,Existing,4.7058597,13.910805
75818,CC(N)c1ccccc1,Existing,4.652307,13.9096155
76751,Cc1ccc(CCN)cc1,Existing,4.368256,11.099613
1547949,CC(CN)c1ccccc1,Existing,3.7616074,9.865362
1547950,CC(CN)c1ccccc1,Existing,3.51168,9.834528
414329,Cc1cc(C)cc(CCN)c1,Existing,4.230275,10.66483
16259,NCCCc1ccccc1,Existing,3.0321372,10.000949
83242,NCCCCc1ccccc1,Existing,3.2781467,10.121544
137282,NCc1ccc2ccccc2c1,Existing,3.412853,12.804913
98089,CC(N)c1cccc2ccccc12,Existing,3.288361,13.348322
66325,CC(N)c1cccc2ccccc12,Existing,3.0793283,13.526148
2724264,CC(N)c1cccc2ccccc12,Existing,3.0408046,13.531715
3784378,NCCc1ccc2ccccc2c1,Existing,3.5001945,11.846373
7102,Nc1ccc(-c2ccccc2)cc1,Existing,2.2072794,14.689311
28210,NCCc1ccc(-c2ccccc2)cc1,Existing,4.2608466,11.181896
3311060,NCCCCc1ccc2ccc3cccc4ccc1c2c34,Existing,1.2674975,11.810905
34005,NCc1cccs1,Existing,1.5893419,11.654407
116521,NCCc1cccs1,Existing,1.9716586,11.61179
22250,CNc1ccc(OC)cc1,Existing,1.7550448,12.928085
4657,COc1ccc(CCN)cc1,Existing,3.6224723,11.70242
7807,Nc1ccc(Br)cc1,Existing,1.8023694,14.540134
77571,NCc1ccc(Br)cc1,Existing,3.7046,12.653902
457588,CNCc1cccc(Br)c1,Existing,2.3605525,12.316154
2734091,NCCc1ccccc1Br,Existing,3.4087548,11.175463
533915,NCCc1ccc(Br)cc1,Existing,4.1013184,11.4897995
18509414,NCCc1cc(Br)cc(Br)c1,Existing,3.826724,11.340285
7812,Nc1ccc(Cl)cc1,Existing,3.343261,14.917103
66036,NCc1ccc(Cl)cc1,Existing,4.266254,12.791921
122721,CNCc1cccc(Cl)c1,Existing,2.8293493,12.060154
83117,NCCc1ccccc1Cl,Existing,3.5131068,10.431186
67430,NCCc1ccc(Cl)cc1,Existing,4.0549865,11.365308
15670830,NCCc1cc(Cl)cc(Cl)c1,Existing,4.2369637,10.879606
97803,CC(N)c1ccc(Cl)cc1,Existing,4.439035,13.718716
1715226,CC(N)c1ccc(Cl)cc1,Existing,4.2230906,13.715968
1550852,CC(N)c1ccc(Cl)cc1,Existing,4.3214607,13.512504
2759011,CNc1cccc(F)c1,Existing,1.7092183,12.661746
68024,CNc1ccc(F)cc1,Existing,1.7669194,13.009074
66649,NCc1ccccc1F,Existing,3.338411,12.019231
67326,NCc1ccc(F)cc1,Existing,3.8815157,12.108848
457577,CNCc1cccc(F)c1,Existing,2.5879679,12.288523
643357,NCCc1ccccc1F,Existing,3.2559142,10.622785
533928,NCCc1cccc(F)c1,Existing,3.51088,10.905603
4653,NCCc1ccc(F)cc1,Existing,3.9366298,10.981413
11052938,NCCc1c(F)c(F)c(F)c(F)c1F,Existing,3.4532974,10.867052
69883,NCCc1ccccc1C(F)(F)F,Existing,3.6785982,10.507543
2737533,NCc1ccc(I)cc1,Existing,3.9014344,12.837072
795,c1c[nH]cn1,Existing,-0.49878952,13.050124
1390,Cn1ccnc1,Existing,0.2823905,11.313144
5798,c1ccc2[nH]cnc2c1,Existing,0.21278559,13.594503
78736,NCCCn1ccnc1,Existing,0.6483491,10.798489
9257,c1nc[nH]n1,Existing,0.5273801,12.164811
10009,Nc1cccnc1,Existing,-0.6332292,11.7085085
31018,NCc1cccnc1,Existing,-1.4108291,10.989621
77317,NCc1ccncc1,Existing,-1.6285318,11.339731
1150,NCCc1c[nH]c2ccccc12,Existing,0.7395942,12.26678
9256,c1cscn1,Existing,-0.12505233,11.409796
70714,Ic1cccnc1,Existing,-0.59532017,10.941377
12286,Brc1cccnc1,Existing,-1.2994858,11.587728
345375,Fc1cc2nc[nH]c2cc1F,Existing,0.5469921,13.353839
3301,NCCN,Existing,0.6167179,7.106766
428,NCCCN,Existing,0.16368666,6.8473134
1045,NCCCCN,Existing,-0.4007242,6.842483
273,NCCCCCN,Existing,-0.2838097,6.634696
16402,NCCCCCCN,Existing,-0.4229526,6.7942305
69533,NCCCCCCCN,Existing,-0.77131325,6.7601357
24250,NCCCCCCCCN,Existing,-0.5590517,6.46153
69534,NCCCCCCCCCN,Existing,-0.7124432,6.624026
1317,NCCCCCCCCCCN,Existing,-0.8968418,6.6522493
17727,NCCCCCCCCCCCCN,Existing,-0.805778,6.564446
85862,CC(CN)CCCN,Existing,2.0302608,8.236452
8014,CNCCN,Existing,1.3945242,9.269606
80511,CNCCCN,Existing,1.3612113,8.916745
66053,CN(C)CCN,Existing,2.434318,9.037855
