CID,RDKIT_SMILES,Type,UMAP-1,UMAP-2
222,N,Existing,11.642078,9.502723
6329,CN,Existing,11.754249,9.222954
6341,CCN,Existing,12.405586,9.939193
7852,CCCN,Existing,13.167315,9.978655
8007,CCCCN,Existing,13.81166,10.080901
8060,CCCCCN,Existing,13.534848,10.608861
8102,CCCCCCN,Existing,13.98124,10.86236
8127,CCCCCCCN,Existing,13.999522,11.298527
8143,CCCCCCCCN,Existing,14.3310995,10.516443
16215,CCCCCCCCCN,Existing,14.128659,10.7736635
8916,CCCCCCCCCCN,Existing,13.613561,11.034845
13583,CCCCCCCCCCCCN,Existing,14.311936,10.523371
16217,CCCCCCCCCCCCCCN,Existing,14.361918,11.497672
8926,CCCCCCCCCCCCCCCCN,Existing,14.026913,11.508761
15793,CCCCCCCCCCCCCCCCCCN,Existing,14.344641,11.038679
6363,CC(C)N,Existing,10.581327,9.770162
24874,CCC(C)N,Existing,11.038624,10.356236
6558,CC(C)CN,Existing,12.189832,11.217153
5603,CCCCCC(C)N,Existing,10.716628,11.446558
7719,CCCCC(CC)CN,Existing,11.502665,11.785402
7853,C=CCN,Existing,12.369076,12.643526
10034574,C#CCCN,Existing,13.499281,11.244185
155569865,CCCCC#CC#CCCN,Existing,13.015531,11.643949
674,CNC,Existing,11.669686,10.1258545
1146,CN(C)C,Existing,11.658195,9.41657
9321,NN,Existing,11.318643,8.968841
6061,CNN,Existing,12.124,9.560237
67171,CC(=N)N,Existing,11.901654,10.402475
1647,N#CCCN,Existing,14.919076,11.255789
3520,N=C(N)N,Existing,12.038986,9.944477
68047,N=CN,Existing,12.250367,9.752453
5142,CSC(=N)N,Existing,11.1792145,13.403846
239,NCCC(=O)O,Existing,13.228738,13.159406
119,NCCCC(=O)O,Existing,13.103772,12.615186
138,NCCCCC(=O)O,Existing,12.822908,12.992908
787,NO,Existing,11.389261,9.357253
700,NCCO,Existing,13.417564,12.764953
9086,NCCCO,Existing,14.226094,12.16571
25868,NCCCCO,Existing,14.072459,12.280997
75634,NCCCCCO,Existing,13.496584,11.981054
19960,NCCCCCCO,Existing,13.494106,12.7021
13306451,NCCI,Existing,14.244026,12.429262
21194665,NCCCI,Existing,14.014213,12.263659
21440816,NCCCCI,Existing,14.227547,12.709804
86056440,NCCCCCI,Existing,13.773274,12.615076
13406458,NCCCCCCI,Existing,13.7478695,12.518787
7851,NCCBr,Existing,13.252555,10.993087
13369,NCCCl,Existing,12.67299,12.842745
9996,NCCF,Existing,13.076702,10.410192
136274,NCC(F)F,Existing,12.723605,11.128646
9773,NCC(F)(F)F,Existing,13.272417,11.288894
69828,NC1CC1,Existing,10.767557,9.619029
75645,NC1CCC1,Existing,10.694618,10.115724
2906,NC1CCCC1,Existing,10.05187,10.215528
7965,NC1CCCCC1,Existing,10.781796,10.3452635
2899,NC1CCCCCC1,Existing,10.945106,10.623406
2903,NC1CCCCCCC1,Existing,10.713506,10.802962
76688,NCC1CCCCC1,Existing,12.014414,11.912051
20509,NCCC1CCCCC1,Existing,12.400537,11.425921
76938,NCCC1=CCCCC1,Existing,10.424061,13.126265
419223,NC1CCOCC1,Existing,9.600307,12.120402
129866010,CC1CC(ON)OC1C,Existing,8.558247,14.141909
3847030,NC1CCC(F)(F)CC1,Existing,9.562788,12.816394
10422,C1CNC1,Existing,11.433873,11.164792
8082,C1CCNCC1,Existing,9.784203,11.088759
66059,C1=CCNC1,Existing,10.323795,12.001386
52911246,FC1CCCNCC1,Existing,8.772289,12.595757
2758352,FC1(F)CCNCC1,Existing,8.881773,12.016072
7504,NCc1ccccc1,Existing,11.856555,17.2507
66035,Cc1ccc(CN)cc1,Existing,11.4780855,17.623102
7515,CNc1ccccc1,Existing,8.759654,16.102997
1001,NCCc1ccccc1,Existing,12.951214,15.560207
7408,CC(N)c1ccccc1,Existing,11.1845,19.020996
643189,CC(N)c1ccccc1,Existing,11.588479,18.9444
