CID,RDKIT_SMILES,Type,UMAP-1,UMAP-2
222,N,Existing,10.2181635,9.902473
6329,CN,Existing,10.31482,9.782099
6341,CCN,Existing,10.428801,9.341969
7852,CCCN,Existing,10.91751,8.635503
8007,CCCCN,Existing,11.332837,7.517502
8060,CCCCCN,Existing,10.989005,7.4944386
8102,CCCCCCN,Existing,11.114022,6.84188
8127,CCCCCCCN,Existing,10.9811325,6.523605
8143,CCCCCCCCN,Existing,11.049749,6.7418547
16215,CCCCCCCCCN,Existing,11.091974,6.550732
8916,CCCCCCCCCCN,Existing,10.989206,6.6232796
13583,CCCCCCCCCCCCN,Existing,11.011489,6.714169
16217,CCCCCCCCCCCCCCN,Existing,10.864785,6.602929
8926,CCCCCCCCCCCCCCCCN,Existing,10.9172325,6.790306
15793,CCCCCCCCCCCCCCCCCCN,Existing,11.007654,6.6143785
6363,CC(C)N,Existing,8.983702,7.186704
24874,CCC(C)N,Existing,9.2708,7.0283566
6558,CC(C)CN,Existing,9.843468,8.93239
5603,CCCCCC(C)N,Existing,9.695489,6.7139363
7719,CCCCC(CC)CN,Existing,9.293192,8.74041
7853,C=CCN,Existing,8.808714,9.38933
10034574,C#CCCN,Existing,10.675112,7.337953
155569865,CCCCC#CC#CCCN,Existing,10.073899,7.3319664
674,CNC,Existing,10.04638,10.027295
1146,CN(C)C,Existing,10.255918,9.8623085
9321,NN,Existing,10.185652,9.88804
6061,CNN,Existing,10.364823,10.300416
67171,CC(=N)N,Existing,10.387078,8.627967
1647,N#CCCN,Existing,10.576383,6.8107166
3520,N=C(N)N,Existing,10.330604,8.916991
68047,N=CN,Existing,10.428794,9.030956
5142,CSC(=N)N,Existing,6.920835,10.502946
239,NCCC(=O)O,Existing,9.72007,7.898924
119,NCCCC(=O)O,Existing,9.450745,8.034797
138,NCCCCC(=O)O,Existing,9.415672,8.044835
787,NO,Existing,10.16979,9.779247
700,NCCO,Existing,10.36904,7.7140203
9086,NCCCO,Existing,10.519689,7.4938564
25868,NCCCCO,Existing,10.51725,7.480162
75634,NCCCCCO,Existing,10.447159,7.3887243
19960,NCCCCCCO,Existing,10.46565,7.500568
13306451,NCCI,Existing,11.124531,7.5605497
21194665,NCCCI,Existing,11.117552,7.5161605
21440816,NCCCCI,Existing,11.133297,7.164028
86056440,NCCCCCI,Existing,10.968332,7.253284
13406458,NCCCCCCI,Existing,11.060015,7.22943
7851,NCCBr,Existing,10.973756,7.8831367
13369,NCCCl,Existing,9.680354,8.759593
9996,NCCF,Existing,10.793823,7.963109
136274,NCC(F)F,Existing,10.567213,8.216631
9773,NCC(F)(F)F,Existing,10.249872,8.413744
69828,NC1CC1,Existing,9.145753,7.0960674
75645,NC1CCC1,Existing,8.788852,7.01286
2906,NC1CCCC1,Existing,8.552359,6.9450808
7965,NC1CCCCC1,Existing,8.585691,7.1036944
2899,NC1CCCCCC1,Existing,8.496153,6.9684763
2903,NC1CCCCCCC1,Existing,8.625816,6.892914
76688,NCC1CCCCC1,Existing,9.327131,8.981374
20509,NCCC1CCCCC1,Existing,9.662964,8.136608
76938,NCCC1=CCCCC1,Existing,6.718778,10.315765
419223,NC1CCOCC1,Existing,7.390177,7.4740887
