CID,RDKIT_SMILES,Type,UMAP-1,UMAP-2
222,N,Existing,6.6152334,-1.3870353
6329,CN,Existing,6.670928,-1.6324683
6341,CCN,Existing,7.299788,-1.3718723
7852,CCCN,Existing,7.8844037,-1.4995459
8007,CCCCN,Existing,8.367795,-1.0520306
8060,CCCCCN,Existing,8.479405,-0.7047373
8102,CCCCCCN,Existing,8.889226,-0.8203498
8127,CCCCCCCN,Existing,8.472098,-0.42633396
8143,CCCCCCCCN,Existing,8.552763,-0.5019916
16215,CCCCCCCCCN,Existing,8.671984,-0.6035233
8916,CCCCCCCCCCN,Existing,8.815254,-0.41848147
13583,CCCCCCCCCCCCN,Existing,9.111308,-0.18214461
16217,CCCCCCCCCCCCCCN,Existing,9.051755,-0.3279321
8926,CCCCCCCCCCCCCCCCN,Existing,8.6952715,-0.70075715
15793,CCCCCCCCCCCCCCCCCCN,Existing,8.656541,-0.36783394
6363,CC(C)N,Existing,6.465581,-0.5518686
24874,CCC(C)N,Existing,6.643311,-0.1900521
6558,CC(C)CN,Existing,7.278749,-0.5172627
5603,CCCCCC(C)N,Existing,6.878575,0.037566654
7719,CCCCC(CC)CN,Existing,7.292653,0.44026873
7853,C=CCN,Existing,7.042109,0.35977975
10034574,C#CCCN,Existing,8.305967,-0.21199912
155569865,CCCCC#CC#CCCN,Existing,8.004506,0.08099606
674,CNC,Existing,6.1164746,-1.4919186
1146,CN(C)C,Existing,6.417031,-1.6110326
9321,NN,Existing,6.4456472,-1.5235143
6061,CNN,Existing,6.425014,-1.940848
67171,CC(=N)N,Existing,6.984599,-0.88181454
1647,N#CCCN,Existing,9.06002,-0.71008223
3520,N=C(N)N,Existing,6.9250584,-1.1380099
68047,N=CN,Existing,6.978691,-1.3305036
5142,CSC(=N)N,Existing,3.3996031,1.2046463
239,NCCC(=O)O,Existing,8.192931,1.1116962
119,NCCCC(=O)O,Existing,8.213349,1.2022865
138,NCCCCC(=O)O,Existing,8.280253,1.0365715
787,NO,Existing,6.5936694,-1.4515288
700,NCCO,Existing,7.9271336,1.0105258
9086,NCCCO,Existing,8.638533,0.66053224
25868,NCCCCO,Existing,8.42615,0.67533135
75634,NCCCCCO,Existing,8.72851,0.7534245
19960,NCCCCCCO,Existing,8.295588,0.798748
13306451,NCCI,Existing,8.927696,-0.24099647
21194665,NCCCI,Existing,9.013681,-0.09832188
21440816,NCCCCI,Existing,9.387547,0.24364635
86056440,NCCCCCI,Existing,9.109865,0.23332775
13406458,NCCCCCCI,Existing,8.971009,0.47151354
7851,NCCBr,Existing,8.082946,-1.1263305
13369,NCCCl,Existing,7.3373404,1.2457758
9996,NCCF,Existing,7.9400153,-0.7474786
136274,NCC(F)F,Existing,7.669046,-0.81379724
