PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
1,170465705,10219,Active,100
2,170465704,6708701,Active,99
3,144214002,7594,Active,93
4,144206912,156414,Active,91
5,144213201,5280443,Active,90
6,144207595,3068143,Active,89
7,144209885,11254899,Active,89
8,170466414,9910986,Active,88
11,144212047,170286,Active,81
12,170465856,5265,Active,80
13,144212716,47936,Active,79
14,170466454,68186,Active,76
15,170466087,4122,Active,76
16,144207711,197873,Active,75
17,170465087,387447,Active,73
18,170464975,54580,Active,73
20,170465184,4477,Active,71
21,144209687,82917,Active,71
22,170464666,441336,Active,71
23,170466878,11556711,Active,70
24,144213428,1318,Active,70
25,144209798,16682804,Active,69
26,144210199,16682746,Active,69
27,144210902,5280961,Active,69
28,170466262,68909,Active,68
29,170466472,24405,Active,66
30,170464695,16051942,Active,65
31,144211603,2723715,Active,65
32,170464914,4030,Active,65
33,170464694,3108,Active,65
34,144212652,5281607,Active,65
36,170465595,153997,Active,64
37,144208019,11921,Active,63
38,144212558,9786,Active,63
39,170466656,6450551,Active,63
40,170466811,3747,Active,63
41,144206828,3309,Active,63
42,144213666,10068207,Active,63
43,144213826,25015677,Active,63
44,170465074,62960,Active,63
45,144208953,5934,Active,62
46,251919721,11159021,Active,62
47,170465090,41684,Active,62
49,170466862,11219835,Active,61
50,144211013,73672,Active,61
51,170466897,135565635,Active,61
52,144212218,20848,Active,61
53,170466192,42725,Active,61
54,170464773,92727,Active,61
56,170465145,119182,Active,60
57,144208178,11990,Active,60
58,144211781,67277,Active,60
60,170466008,119583,Active,60
61,144212741,20906,Active,60
62,144208876,2724385,Active,59
63,144211071,6327657,Active,59
64,144209427,24633,Active,59
65,170465390,3062316,Active,59
66,144211050,12932,Active,59
67,144209719,2724411,Active,59
68,170466561,4497,Active,59
69,170465575,71386,Active,59
70,170465867,5282138,Active,59
71,144210547,9882837,Active,59
72,144211774,18980,Active,59
73,144211703,91593,Active,59
74,170466457,71750,Active,58
75,144207253,6537495,Active,58
76,144212112,16683072,Active,58
77,144211139,91776,Active,58
78,144209672,31426,Active,58
79,144206432,65494,Active,58
80,170465580,5311217,Active,58
81,144211463,11826859,Active,58
82,144209022,27189,Active,58
83,144211011,34469,Active,58
85,144210937,1345,Active,58
86,144208977,6505,Active,58
87,144206849,34051,Active,58
88,144212390,14385,Active,58
100,144210147,7018,Active,57
101,144213825,86287525,Active,57
102,170466473,65620,Active,57
103,170466451,71894,Active,57
104,170465669,2194,Active,57
89,170465220,134018,Active,57
90,144210118,135408753,Active,57
91,144208824,15096,Active,57
92,144212639,299728,Active,57
93,251919755,12540,Active,57
94,144211896,91778,Active,57
95,251919761,183559,Active,57
96,144208903,9787,Active,57
98,144210985,29732,Active,57
99,170465180,5311,Active,57
105,144213522,26041,Active,56
106,144211853,75444,Active,56
107,144212551,6857648,Active,56
108,144213707,16682834,Active,56
110,170466778,13118,Active,56
111,144207438,10474,Active,56
112,144210545,9865233,Active,56
113,144207147,656667,Active,56
114,144213674,6928,Active,56
116,170466057,3936,Active,56
117,144209505,24502,Active,56
118,170466118,3060974,Active,56
119,170465866,5506,Active,56
120,144211954,14869,Active,56
121,144208583,135398735,Active,56
122,144213211,11933,Active,56
123,144210961,16760153,Active,56
124,144207489,2788,Active,56
125,144208203,638015,Active,56
126,144209133,79878,Active,56
127,144209422,7070,Active,56
130,144210727,16682828,Active,55
131,144211088,11402127,Active,55
132,144208795,235227,Active,55
134,170466395,135430323,Active,55
135,144207774,3015167,Active,55
136,144209457,5284416,Active,55
137,144207948,16212610,Active,55
138,144211257,31677,Active,55
139,144208226,2734117,Active,55
140,144213691,60196348,Active,55
141,144209812,11181836,Active,55
143,170465756,65948,Active,55
144,170466012,3760,Active,55
145,144211496,73665,Active,55
146,144208548,3598,Active,55
147,170465229,61100,Active,55
148,170465508,5510,Active,55
149,144210575,60196408,Active,55
151,170465210,169870,Active,55
152,144214004,171660,Active,55
153,170466220,2753,Active,55
154,144213854,83656,Active,55
155,144214033,3117,Active,55
156,144210722,4807,Active,55
157,144206829,9568078,Active,55
158,144208767,5455,Active,54
159,144213718,10345790,Active,54
