PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
1,170466345,122077,Active,100
2,144212283,82161,Active,90
3,144206433,24802109,Active,86
4,144211912,181518,Active,80
5,144212551,6857648,Active,79
6,144212783,3571582,Active,78
7,144212178,1730,Active,78
10,251919880,9888276,Active,77
11,144209687,82917,Active,77
8,144210184,1923,Active,77
9,144209705,6537502,Active,77
12,170465260,5282318,Active,76
13,170465516,9883104,Active,76
14,144210721,3117,Active,76
15,170465514,16682935,Active,75
16,144208657,33528,Active,75
18,144211307,10788,Active,75
19,144207489,2788,Active,74
20,144209719,2724411,Active,74
21,144212317,15337,Active,73
22,144209462,6014,Active,73
23,170465107,4927,Active,72
24,144209981,70414,Active,72
25,170466798,8269,Active,71
26,144212433,26030,Active,71
27,170466222,969494,Active,71
29,170465880,56972160,Active,71
31,251919755,12540,Active,70
32,170466167,2453,Active,69
33,144213317,24633,Active,69
34,170466677,76619,Active,69
35,170465278,6604495,Active,69
37,144212701,23673604,Active,69
38,170466778,13118,Active,69
39,144211734,8228,Active,69
40,144211722,17701,Active,69
41,144206813,132916,Active,68
42,144209785,221511,Active,68
43,170465859,443955,Active,68
44,144207253,6537495,Active,68
45,251919707,17109,Active,68
46,144209993,13530,Active,68
47,144212705,24180685,Active,68
48,170466311,27400,Active,68
49,170465065,122824,Active,68
50,170466393,31315,Active,67
51,170465330,16051941,Active,67
53,144208226,2734117,Active,67
54,144211951,3259,Active,67
55,170465337,443879,Active,67
56,170466391,6258,Active,67
57,170464788,10607,Active,66
60,144211088,11402127,Active,66
61,144207801,16211009,Active,66
62,144212082,23690437,Active,66
63,144209948,135423095,Active,66
64,144207712,5284451,Active,66
65,144207391,23707968,Active,66
66,170465011,6167,Active,65
67,170465186,5978,Active,65
68,144209439,16682730,Active,65
69,144210818,6001,Active,65
70,170466473,65620,Active,65
72,144207895,11375816,Active,65
73,144214025,29249,Active,65
74,170465569,3036780,Active,65
75,144212285,15376,Active,65
76,144208046,5284472,Active,65
77,251919799,3766139,Active,64
78,170464976,5388983,Active,64
79,144207536,2391,Active,64
80,144211972,671,Active,64
81,144208476,11065,Active,64
82,144209207,9889168,Active,64
83,170466305,80311,Active,64
84,170464931,5282443,Active,64
85,170466035,5282433,Active,64
86,144211611,807,Active,64
89,144206814,10455790,Active,63
90,144209974,15407,Active,63
91,144207948,16212610,Active,63
92,144208007,16218822,Active,63
93,170464766,5887,Active,63
94,170466205,71203,Active,63
95,144208909,67271,Active,63
96,170464656,4992,Active,63
100,144211118,17038,Active,62
101,144210015,441374,Active,62
102,144208130,5801,Active,62
103,144209910,60196397,Active,62
104,144212489,2723853,Active,62
105,144211853,75444,Active,62
106,170465709,7188,Active,62
107,144207527,11080,Active,62
108,170465127,2913,Active,62
110,170465118,197066,Active,62
112,144209781,16682736,Active,62
113,144206444,60196334,Active,62
114,170466082,92806,Active,62
