PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
4407,144211419,5455,Active,77
241,144207253,6537495,Active,68
5309,144212321,16683023,Active,67
2366,144209378,26041,Active,66
6305,144213317,24633,Active,66
2775,144209787,26710,Active,65
5305,144212317,15337,Active,65
3894,144210906,16682730,Active,64
4059,144211071,6327657,Active,64
4076,144211088,11402127,Active,64
4250,144211262,9959038,Active,63
935,144207947,6815,Active,63
9169,170466763,73828,Active,62
2898,144209910,60196397,Active,60
5481,144212493,16684434,Active,60
6046,144213058,3598,Active,60
3187,144210199,16682746,Active,59
4183,144211195,7511,Active,59
4624,144211636,4778,Active,59
5100,144212112,16683072,Active,59
6691,144213703,68589,Active,59
6764,144213776,67271,Active,59
7011,144214033,3117,Active,59
1740,144208752,7347,Active,58
2707,144209719,2724411,Active,58
3809,144210821,8722,Active,58
5539,144212551,6857648,Active,58
9284,170466878,11556711,Active,58
3715,144210727,16682828,Active,57
7493,170465087,387447,Active,57
1208,144208220,7308,Active,56
2966,144209978,472181,Active,56
5505,144212517,77328,Active,56
5546,144212558,9786,Active,56
5787,144212799,16682953,Active,56
3124,144210136,44368,Active,55
5369,144212381,83648,Active,55
6228,144213240,8398,Active,55
6416,144213428,1318,Active,55
2445,144209457,5284416,Active,54
4167,144211179,15910,Active,54
6417,144213429,12688,Active,54
8573,170466167,2453,Active,54
1645,144208657,33528,Active,53
2786,144209798,16682804,Active,53
3697,144210709,560256,Active,53
4295,144211307,10788,Active,53
7490,170465084,2722,Active,53
7750,170465344,65495,Active,53
7920,170465514,16682935,Active,53
2773,144209785,221511,Active,52
4841,144211853,75444,Active,52
4884,144211896,91778,Active,52
5027,144212039,108956,Active,52
5421,144212433,26030,Active,52
5681,144212693,61080,Active,52
6557,144213569,19042,Active,52
6831,144213843,517000,Active,52
6945,144213967,1923,Active,52
896,144207908,2336,Active,52
2356,144209368,27423,Active,51
2969,144209981,70414,Active,51
4591,144211603,2723715,Active,51
4768,144211780,15325,Active,51
5378,144212390,14385,Active,51
8927,170466521,5354,Active,51
1453,144208465,517546,Active,50
2315,144209327,8749,Active,50
2769,144209781,16682736,Active,50
3721,144210733,2812,Active,50
4482,144211494,91731,Active,50
5371,144212383,2603,Active,50
6326,144213338,8371,Active,50
6442,144213454,12955,Active,50
6578,144213590,2724189,Active,50
668,144207680,77080,Active,50
6695,144213707,16682834,Active,50
7307,170464901,47471,Active,50
8115,170465709,7188,Active,50
9184,170466778,13118,Active,50
9301,170466895,46861540,Active,50
3099,144210111,95717,Active,49
3436,144210448,19658,Active,49
4248,144211260,122087,Active,49
477,144207489,2788,Active,49
5066,144212078,23672293,Active,49
530,144207542,22586,Active,49
5783,144212795,23347,Active,49
6528,144213540,14868,Active,49
6599,144213611,11776,Active,49
7470,170465064,208898,Active,49
7632,170465226,9556529,Active,49
7749,170465343,5482,Active,49
7929,170465523,2817,Active,49
8418,170466012,3760,Active,49
8530,170466124,19910,Active,49
9249,170466843,16682738,Active,49
1339,144208351,5281576,Active,48
2813,144209825,2775940,Active,48
2995,144210007,15412,Active,48
3109,144210121,68226,Active,48
3946,144210958,24814,Active,48
4516,144211528,2735045,Active,48
4630,144211642,23690438,Active,48
4900,144211912,181518,Active,48
5070,144212082,23690437,Active,48
570,144207582,2406,Active,48
5729,144212741,20906,Active,48
6216,144213228,27465,Active,48
8232,170465826,2378,Active,48
8846,170466440,71208,Active,48
9003,170466597,11366,Active,48
1948,144208960,11057,Active,47
3556,144210568,60196406,Active,47
3563,144210575,60196408,Active,47
3575,144210587,456201,Active,47
3891,144210903,60196414,Active,47
4093,144211105,9862076,Active,47
4363,144211375,22772,Active,47
5166,144212178,1730,Active,47
5714,144212726,91688,Active,47
6229,144213241,7232,Active,47
6259,144213271,8805,Active,47
6336,144213348,8342,Active,47
7940,170465534,6855,Active,47
8423,170466017,5282219,Active,47
8441,170466035,5282433,Active,47
8759,170466353,5154,Active,47
8879,170466473,65620,Active,47
8892,170466486,51755,Active,47
1081,144208093,7230,Active,46
1412,144208424,41684,Active,46
1526,144208538,7231,Active,46
177,144206912,156414,Active,46
1992,144209004,727200,Active,46
3148,144210160,82703,Active,46
3427,144210439,17142,Active,46
3718,144210730,69785,Active,46
3977,144210989,13662,Active,46
4106,144211118,17038,Active,46
447,144207459,23082568,Active,46
4641,144211653,10303,Active,46
4807,144211819,3714831,Active,46
5095,144212107,60196425,Active,46
5286,144212298,2097895,Active,46
5477,144212489,2723853,Active,46
557,144207569,7589,Active,46
5940,144212952,6533,Active,46
6705,144213717,14503,Active,46
6889,144213901,28777,Active,46
7114,170464708,38911,Active,46
7861,170465455,10209,Active,46
7986,170465580,5311217,Active,46
8233,170465827,3242,Active,46
8330,170465924,5309446,Active,46
8797,170466391,6258,Active,46
1147,144208159,7329,Active,45
128,144206840,65953,Active,45
1288,144208300,3278,Active,45
1302,144208314,969516,Active,45
1373,144208385,61179,Active,45
1527,144208539,1349907,Active,45
1935,144208947,10332,Active,45
1991,144209003,6001,Active,45
223,144207235,15439,Active,45
2710,144209722,409301,Active,45
2787,144209799,5284483,Active,45
3112,144210124,10935,Active,45
3974,144210986,7551,Active,45
3982,144210994,7626,Active,45
4025,144211037,37175,Active,45
4077,144211089,8606,Active,45
4251,144211263,86287521,Active,45
4265,144211277,14145,Active,45
432,144207444,643991,Active,45
448,144207460,22086,Active,45
449,144207461,26633,Active,45
5476,144212488,4534,Active,45
5605,144212617,2082,Active,45
589,144207601,533728,Active,45
5894,144212906,526624,Active,45
6198,144213210,15098,Active,45
6240,144213252,8051,Active,45
6544,144213556,13286,Active,45
6627,144213639,5280934,Active,45
6869,144213881,129491,Active,45
6955,144213977,697993,Active,45
6991,144214013,15008,Active,45
7013,144214035,11442,Active,45
721,144207733,8256,Active,45
7778,170465372,5282375,Active,45
8253,170465847,3033988,Active,45
8298,170465892,91771,Active,45
8412,170466006,5282184,Active,45
8857,170466451,71894,Active,45
8864,170466458,135400471,Active,45
9034,170466628,42574,Active,45
9112,170466706,2734678,Active,45
9215,170466809,173636,Active,45
1216,144208228,403,Active,44
1377,144208389,2346,Active,44
1389,144208401,2999413,Active,44
1894,144208906,9074,Active,44
2551,144209563,3224,Active,44
2732,144209744,5280795,Active,44
286,144207298,16741,Active,44
3028,144210040,68297,Active,44
3597,144210609,9153,Active,44
3795,144210807,17520,Active,44
3953,144210965,65067,Active,44
4288,144211300,11485,Active,44
4291,144211303,2723622,Active,44
4377,144211389,30692,Active,44
4501,144211513,8010,Active,44
455,144207467,700999,Active,44
4555,144211567,70811,Active,44
4576,144211588,3036974,Active,44
4691,144211703,91593,Active,44
4710,144211722,17701,Active,44
4859,144211871,10234,Active,44
4898,144211910,24750,Active,44
500,144207512,6439929,Active,44
5024,144212036,74937,Active,44
5028,144212040,39485,Active,44
5264,144212276,170530,Active,44
6203,144213215,235227,Active,44
6222,144213234,5284421,Active,44
6254,144213266,8361,Active,44
6385,144213397,5280450,Active,44
6732,144213744,9930932,Active,44
6874,144213886,11292,Active,44
6897,144213909,83511,Active,44
690,144207702,13622,Active,44
6982,144214004,171660,Active,44
7080,170464674,60164,Active,44
7116,170464710,5288783,Active,44
7256,170464850,5281081,Active,44
7409,170465003,5362123,Active,44
745,144207757,102724,Active,44
7531,170465125,208908,Active,44
7714,170465308,82146,Active,44
79,144206494,47462,Active,44
7999,170465593,65057,Active,44
8021,170465615,9577124,Active,44
8129,170465723,8447,Active,44
818,144207830,9958,Active,44
8258,170465852,6237,Active,44
8349,170465943,3085326,Active,44
8375,170465969,35455,Active,44
8861,170466455,24978536,Active,44
9001,170466595,54459,Active,44
9007,170466601,31475,Active,44
9123,170466717,104609,Active,44
913,144207925,7097,Active,44
914,144207926,13436,Active,44
1074,144208086,7120,Active,43
1083,144208095,98613,Active,43
1098,144208110,5284469,Active,43
1107,144208119,64142,Active,43
