PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
1,144209990,15625,Active,100
195,170466682,10212,Active,85
249,144210547,9882837,Active,83
2,170466862,11219835,Active,81
59,144212341,2361,Active,80
125,144214036,4115,Active,79
161,170466112,65758,Active,79
151,144207684,62130,Active,76
540,144211854,79633,Active,75
11,170466656,6450551,Active,74
120,251919673,9131,Active,73
281,144207709,13297,Active,71
619,144214020,10680,Active,71
28,170464823,3899,Active,70
30,144212404,6099,Active,70
46,251919754,18386,Active,70
3,170465220,134018,Active,69
4,170466457,71750,Active,69
121,170466453,33334,Active,68
174,144212309,67274,Active,68
66,144209702,6731,Active,68
126,144210749,10021362,Active,67
146,144209003,6001,Active,67
333,144209579,9153,Active,67
26,144207919,9158,Active,66
308,144210106,17599,Active,66
336,144213808,8615,Active,66
19,144211066,4477,Active,65
65,170466068,72416,Active,65
9,170465090,41684,Active,65
99,144210696,71245,Active,65
107,170466396,123015,Active,64
6,144207698,90547,Active,64
58,144210942,11285653,Active,63
7,170466466,19646,Active,63
113,170466390,7083,Active,62
16,144210421,8341,Active,62
334,144209794,158629,Active,62
79,144211008,40326,Active,62
80,251919940,166480,Active,62
104,144211523,100524,Active,61
106,170466035,5282433,Active,61
122,170465267,8691,Active,61
325,144211764,31957,Active,61
36,170466811,3747,Active,61
50,144207715,10891,Active,61
88,144209437,13089,Active,61
97,144207494,5273621,Active,61
131,170466176,54339,Active,60
17,144208360,15277,Active,60
182,144213281,6702,Active,60
304,144211738,17531,Active,60
34,170466892,11957707,Active,60
48,144212165,5280378,Active,60
112,144207955,6053,Active,59
14,170465365,2161,Active,59
23,144209723,104827,Active,59
264,144208074,17113,Active,59
309,144208786,5284441,Active,59
32,170466008,119583,Active,59
41,251919768,17204,Active,59
67,144213063,638024,Active,59
743,144209492,4793,Active,59
101,144213789,107882,Active,58
105,251919677,22830,Active,58
127,144207389,7472,Active,58
13,251919645,17811,Active,58
18,144207503,15588,Active,58
22,144207396,12089,Active,58
282,144209596,8588,Active,58
313,144208236,69317,Active,58
40,144213984,69779,Active,58
428,251919882,16033,Active,58
176,170465147,4768,Active,57
203,144210965,65067,Active,57
208,170465045,444795,Active,57
35,144208277,34757,Active,57
47,170466216,53388,Active,57
602,144212526,29307,Active,57
81,144211887,4767,Active,57
90,144210136,44368,Active,57
110,144211812,1549133,Active,56
116,170465853,6420010,Active,56
270,144211069,38779,Active,56
37,144211848,80434,Active,56
403,144211675,37125,Active,56
43,170466528,14652,Active,56
486,144211283,29216,Active,56
52,144209957,7115,Active,56
54,251919681,28531,Active,56
566,144212011,6772,Active,56
577,144208947,10332,Active,56
675,144211033,91753,Active,56
102,144209666,174223,Active,55
179,144207839,7192,Active,55
238,170464741,5794,Active,55
254,144211299,4169,Active,55
257,144209295,5280373,Active,55
276,144211775,6624,Active,55
31,144210599,7031,Active,55
335,144208765,11937,Active,55
49,144208953,5934,Active,55
519,144207752,6620,Active,55
63,144209684,10771,Active,55
698,144209089,8679,Active,55
118,144211954,14869,Active,54
149,170466113,151194,Active,54
191,144213394,13728,Active,54
24,144210758,9839190,Active,54
258,251919805,17161,Active,54
273,144209132,5125,Active,54
283,144212813,9351,Active,54
284,251919989,13059052,Active,54
29,144208105,5281565,Active,54
305,144207847,9414,Active,54
326,144208493,24744,Active,54
329,144207291,5282379,Active,54
337,144212554,67005,Active,54
446,170465866,5506,Active,54
5,144210537,153939,Active,54
521,144208534,3293,Active,54
578,144213986,11767,Active,54
601,144214035,11442,Active,54
632,144210170,14589,Active,54
739,144208028,5897,Active,54
791,144213201,5280443,Active,54
92,170465434,176870,Active,54
115,144212536,32872,Active,53
138,144211891,19756,Active,53
177,170465297,6005,Active,53
291,170465229,61100,Active,53
316,144209963,75628,Active,53
322,144210107,3014138,Active,53
363,144211744,38884,Active,53
430,144211618,6872,Active,53
484,144214049,6623,Active,53
527,144210760,10407399,Active,53
528,144211051,25152,Active,53
567,144213587,26124,Active,53
603,144212652,5281607,Active,53
68,144210518,66166,Active,53
699,144207369,40301,Active,53
745,144211261,86367,Active,53
75,170464939,5430,Active,53
85,144207304,6035,Active,53
10,144210116,5377793,Active,52
129,144208099,5281567,Active,52
139,144213600,7104,Active,52
150,170464649,3883,Active,52
162,170464970,4409,Active,52
170,144211874,51369,Active,52
189,144208110,5284469,Active,52
243,144210086,6528,Active,52
285,144211018,33775,Active,52
293,144212806,42504,Active,52
306,144210822,8289,Active,52
311,170466732,2723694,Active,52
312,144209280,13450,Active,52
33,170464719,22571,Active,52
339,144211086,2871,Active,52
349,144208128,71645,Active,52
358,144208130,5801,Active,52
410,170466707,69912,Active,52
44,144211972,671,Active,52
487,144211890,10107,Active,52
518,144207315,75146,Active,52
529,144211894,11140605,Active,52
530,144211546,86013,Active,52
56,144207256,7248,Active,52
57,251919938,12855,Active,52
604,144211899,54886,Active,52
61,144206861,9570475,Active,52
636,144211641,6636,Active,52
659,144210952,86296,Active,52
673,144210169,1539,Active,52
72,144211994,243274,Active,52
772,144211003,8433,Active,52
825,144208056,20701,Active,52
96,144207266,7595,Active,52
140,144213854,83656,Active,51
178,170466848,5280961,Active,51
180,144208922,9128,Active,51
237,144210376,11742,Active,51
239,170466799,34458,Active,51
250,144211877,4578030,Active,51
266,144212467,90571,Active,51
300,144208239,113124,Active,51
317,144211022,91744,Active,51
340,144210485,6786,Active,51
380,144207849,7543,Active,51
431,144211715,94932,Active,51
445,144214017,11818,Active,51
462,144211416,20965,Active,51
569,144210817,5954,Active,51
570,144211536,36870,Active,51
600,144211429,33360,Active,51
605,144210973,76302,Active,51
691,144207890,7264,Active,51
734,144207880,6881,Active,51
987,144209417,4764,Active,51
103,144212634,14720269,Active,50
130,144207567,6828,Active,50
145,170464928,5070,Active,50
168,144211011,34469,Active,50
171,144211930,16834,Active,50
185,170465393,123596,Active,50
188,144207857,22833294,Active,50
190,144210111,95717,Active,50
194,144213952,5281708,Active,50
209,170464927,4211,Active,50
210,170466149,65341,Active,50
231,144208665,73864,Active,50
246,144208203,638015,Active,50
27,144209695,6537498,Active,50
279,144208750,7327,Active,50
318,144211030,2078,Active,50
353,170466076,3326,Active,50
371,144210181,6527,Active,50
374,170465619,160796,Active,50
38,144210729,91741,Active,50
386,144213835,7076,Active,50
411,170466297,28767,Active,50
423,144207705,6670,Active,50
447,170465343,5482,Active,50
463,144213519,7573,Active,50
523,144211183,91699,Active,50
531,251919957,6836,Active,50
547,144206829,9568078,Active,50
561,170466087,4122,Active,50
564,144212361,6773,Active,50
606,144212208,9690,Active,50
62,144206814,10455790,Active,50
653,144210104,17279,Active,50
684,144211880,40520,Active,50
696,144207460,22086,Active,50
71,170465481,7547,Active,50
741,144208987,7050,Active,50
76,170466472,24405,Active,50
826,144208682,73675,Active,50
84,170466270,107641,Active,50
94,144209654,76013,Active,50
109,144209804,5702746,Active,49
117,144208408,79717,Active,49
132,170465986,5343,Active,49
153,144212557,11774,Active,49
158,144209008,7092,Active,49
163,170465083,3295,Active,49
211,170466104,88836,Active,49
215,144211364,213016,Active,49
222,170465924,5309446,Active,49
228,170466688,152801,Active,49
240,144206862,35751,Active,49
289,170466451,71894,Active,49
341,144210571,10201497,Active,49
342,144211393,11097730,Active,49
347,144210131,11309,Active,49
364,144211447,6422843,Active,49
365,144212950,7659,Active,49
405,144210495,3286,Active,49
453,144210166,15529,Active,49
460,144207552,6319,Active,49
469,170465906,3086676,Active,49
470,170466746,74106,Active,49
488,144211573,89440,Active,49
51,144209745,5281575,Active,49
532,144212255,67350,Active,49
541,144212512,449171,Active,49
607,144212220,30709,Active,49
608,144211676,26033,Active,49
609,144212358,6688,Active,49
685,144211366,86398,Active,49
704,144211049,9502,Active,49
705,144211290,5284341,Active,49
717,144210156,74062,Active,49
726,144208095,98613,Active,49
729,144211227,28935,Active,49
78,144208842,41385,Active,49
793,144211110,25912,Active,49
795,144213794,78170,Active,49
83,170466412,159977,Active,49
888,144210945,96088,Active,49
98,144207488,5993,Active,49
1013,144207687,146540,Active,48
111,144210756,9935274,Active,48
119,144211308,7693,Active,48
135,144213892,5889,Active,48
160,144210389,6641,Active,48
165,144208693,3036,Active,48
175,144207741,8570,Active,48
187,251919698,19284,Active,48
204,251919749,23663539,Active,48
212,170466343,65768,Active,48
213,144209329,992,Active,48
223,170466493,3828,Active,48
229,144210093,7571,Active,48
232,144210903,60196414,Active,48
251,251919667,246598,Active,48
259,170466499,71821,Active,48
260,170465577,5468,Active,48
288,144208572,445154,Active,48
292,170465669,2194,Active,48
343,144211411,93379,Active,48
356,144207829,6929,Active,48
