PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
7116,170464710,5288783,Active,93
896,144207908,2336,Active,55
9301,170466895,46861540,Active,55
3124,144210136,44368,Active,53
2534,144209546,5280793,Active,48
9169,170466763,73828,Active,47
6096,144213108,9903,Active,46
2752,144209764,23664361,Active,45
3597,144210609,9153,Active,45
3953,144210965,65067,Active,45
4250,144211262,9959038,Active,44
1052,144208064,73773,Active,43
3099,144210111,95717,Active,43
3582,144210594,2733525,Active,43
5369,144212381,83648,Active,43
2562,144209574,12472902,Active,42
4718,144211730,60196419,Active,42
2540,144209552,107377,Active,40
3457,144210469,3423265,Active,40
3891,144210903,60196414,Active,40
1068,144208080,5354284,Inconclusive,30
128,144206840,65953,Inconclusive,30
1753,144208765,11937,Inconclusive,30
1975,144208987,7050,Inconclusive,30
2207,144209219,5546,Inconclusive,30
2366,144209378,26041,Inconclusive,30
2476,144209488,727,Inconclusive,30
2654,144209666,174223,Inconclusive,30
2717,144209729,13539,Inconclusive,30
2732,144209744,5280795,Inconclusive,30
2898,144209910,60196397,Inconclusive,30
3144,144210156,74062,Inconclusive,30
3148,144210160,82703,Inconclusive,30
3149,144210161,14586,Inconclusive,30
3326,144210338,4685,Inconclusive,30
3435,144210447,135398658,Inconclusive,30
3522,144210534,18173271,Inconclusive,30
3558,144210570,24852044,Inconclusive,30
3563,144210575,60196408,Inconclusive,30
3577,144210589,126941,Inconclusive,30
3624,144210636,76013,Inconclusive,30
3717,144210729,91741,Inconclusive,30
3721,144210733,2812,Inconclusive,30
3729,144210741,41385,Inconclusive,30
3866,144210878,6618,Inconclusive,30
3922,144210934,21387,Inconclusive,30
3932,144210944,169371,Inconclusive,30
3983,144210995,9864,Inconclusive,30
3984,144210996,54680691,Inconclusive,30
4028,144211040,107720,Inconclusive,30
4171,144211183,91699,Inconclusive,30
4220,144211232,5280567,Inconclusive,30
4373,144211385,60196415,Inconclusive,30
4839,144211851,6867,Inconclusive,30
4845,144211857,33786,Inconclusive,30
4889,144211901,76716,Inconclusive,30
5062,144212074,42981,Inconclusive,30
5189,144212201,97354,Inconclusive,30
5241,144212253,6850780,Inconclusive,30
5295,144212307,4843,Inconclusive,30
5427,144212439,68023,Inconclusive,30
5679,144212691,23665884,Inconclusive,30
570,144207582,2406,Inconclusive,30
5798,144212810,31211,Inconclusive,30
582,144207594,71833,Inconclusive,30
6032,144213044,163263,Inconclusive,30
6046,144213058,3598,Inconclusive,30
6091,144213103,7173,Inconclusive,30
6662,144213674,6928,Inconclusive,30
6677,144213689,9850056,Inconclusive,30
6731,144213743,11193251,Inconclusive,30
6982,144214004,171660,Inconclusive,30
7083,170464677,5342,Inconclusive,30
7409,170465003,5362123,Inconclusive,30
7452,170465046,2723598,Inconclusive,30
7711,170465305,54585,Inconclusive,30
7986,170465580,5311217,Inconclusive,30
