PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
48,170466094,47936,Active,100
11,144212341,2361,Active,75
14,170466862,11219835,Active,74
78,144213339,5934,Active,69
103,144213690,445154,Active,66
85,170465704,6708701,Active,66
27,170466453,33334,Active,65
13,144209702,6731,Active,64
221,170466192,42725,Active,64
29,251919768,17204,Active,64
58,144213808,8615,Active,64
47,170465180,5311,Active,63
116,144213218,5280373,Active,62
18,170465220,134018,Active,62
26,144208360,15277,Active,62
101,144208626,5280961,Active,61
146,144213139,9074,Active,61
7,170465390,3062316,Active,61
60,144212813,9351,Active,60
10,170464627,636362,Active,59
32,170466656,6450551,Active,59
37,144210537,153939,Active,59
51,144208947,10332,Active,59
63,144207955,6053,Active,59
16,144209681,443939,Active,58
173,144212165,5280378,Active,58
30,144212493,16684434,Active,57
9,144208357,62770,Active,57
139,144213366,8749,Active,56
3,144208470,5807,Active,56
38,170465365,2161,Active,56
40,144213892,5889,Active,56
42,170466811,3747,Active,56
61,251919645,17811,Active,56
68,144211854,79633,Active,56
8,170465048,30323,Active,56
19,170465822,11296583,Active,55
2,170466620,2755,Active,55
33,144208424,41684,Active,55
49,144210421,8341,Active,55
6,144211066,4477,Active,55
91,251919798,17437,Active,55
216,170465647,3334,Active,54
43,144207698,90547,Active,54
52,170466176,54339,Active,54
92,170466402,26596,Active,54
148,144209666,174223,Active,53
74,170466087,4122,Active,53
79,144213201,5280443,Active,53
89,144209684,10771,Active,53
12,170465239,35330,Active,52
125,144210749,10021362,Active,52
174,144210994,7626,Active,52
190,170464970,4409,Active,52
140,144211848,80434,Active,51
210,170466223,40854,Active,51
212,144213882,66597,Active,51
220,144212877,62217,Active,51
4,170465000,5280360,Active,51
72,170464914,4030,Active,51
77,144213998,7263,Active,51
95,170466112,65758,Active,51
158,144211221,73670,Active,50
252,144213952,5281708,Active,50
35,144208165,37542,Active,50
57,144212652,5281607,Active,50
71,144209695,6537498,Active,50
98,251919938,12855,Active,50
100,144207733,8256,Active,49
147,144212617,2082,Active,49
15,170464788,10607,Active,49
177,251919681,28531,Active,49
191,170466144,17113,Active,49
197,144213733,14127,Active,49
199,144210534,18173271,Active,49
90,170466892,11957707,Active,49
108,144210547,9882837,Active,48
132,144213055,8691,Active,48
141,144212011,6772,Active,48
149,144213984,69779,Active,48
157,144209745,5281575,Active,48
169,144207494,5273621,Active,48
170,144211967,67236,Active,48
237,144209258,5954,Active,48
270,144208277,34757,Active,48
28,170466466,19646,Active,48
55,144212190,3899,Active,48
66,144207389,7472,Active,48
86,144213281,6702,Active,48
96,170465145,119182,Active,48
109,144209459,7340,Active,47
110,144212950,7659,Active,47
117,144213825,86287525,Active,47
131,144213891,16036578,Active,47
144,144213063,638024,Active,47
160,144209571,1057,Active,47
162,170466528,14652,Active,47
