PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE
1,170464917,104741,Active,100
3,144208141,449459,Active,95
5,144213959,63062,Active,89
6,170466793,154256,Active,88
7,144207757,102724,Active,86
8,144209680,457193,Active,86
10,170465341,54900,Active,85
11,170465970,2898,Active,85
12,144213522,26041,Active,84
13,170466414,9910986,Active,82
14,170465615,9577124,Active,81
15,170465590,11969781,Active,81
16,170465087,387447,Active,80
19,144209801,5035,Active,80
20,144213913,81259,Active,79
21,144212551,6857648,Active,78
23,144210973,76302,Active,75
24,144211636,4778,Active,75
25,144213429,12688,Active,74
26,144208441,2733526,Active,74
27,170465151,55245,Active,73
28,170466878,11556711,Active,73
29,144212433,26030,Active,73
31,144209420,66166,Active,73
32,170464951,2800,Active,72
35,144213818,5281576,Active,72
37,170465425,2733525,Active,71
40,144212383,2603,Active,70
41,144208215,232446,Active,70
42,144209978,472181,Active,70
43,170465137,60699,Active,69
44,251919835,623849,Active,68
45,144212192,60974,Active,68
46,144212057,3005572,Active,68
47,144213946,73864,Active,68
48,170465148,23663400,Active,67
49,144206872,26391,Active,67
50,144207552,6319,Active,67
52,144210948,11723708,Active,65
53,144211088,11402127,Active,65
55,170465394,11289,Active,64
56,170466129,3033825,Active,63
57,170464627,636362,Active,62
58,144210720,93118,Active,62
59,144212639,299728,Active,62
60,144212799,16682953,Active,62
61,144209427,24633,Active,62
62,170465705,10219,Active,61
63,144207595,3068143,Active,61
64,144208357,62770,Active,61
65,144208408,79717,Active,61
66,170464733,6540478,Active,61
67,170465251,25249,Active,60
68,170465558,8955,Active,60
69,170466778,13118,Active,60
71,144208460,68570,Active,60
72,170466597,11366,Active,59
73,144213707,16682834,Active,59
74,144213676,171144,Active,59
76,144208401,2999413,Active,59
78,144209681,443939,Active,59
79,144210181,6527,Active,59
81,144210106,17599,Active,59
82,251919914,11777,Active,58
83,170465150,3053,Active,58
84,170464708,38911,Active,58
85,144211179,15910,Active,58
86,144211337,66030,Active,58
88,144213215,235227,Active,58
89,144207253,6537495,Active,58
90,170465084,2722,Active,57
91,144212742,6025,Active,57
92,144207536,2391,Active,57
93,144208726,338733,Active,57
96,144210190,6623,Active,57
97,170466317,6918305,Active,57
100,170465593,65057,Active,56
101,144207756,84677,Active,56
102,144208098,34665,Active,56
103,144208790,299,Active,56
99,170466556,443375,Active,56
104,170466800,3503,Active,55
106,170466615,2799,Active,55
107,170466489,243274,Active,55
108,144206942,92877,Active,55
109,144210807,17520,Active,55
110,144207746,586708,Active,55
111,170465210,169870,Active,54
112,144211901,76716,Active,54
113,144212557,11774,Active,54
114,144211541,12898,Active,54
115,144213155,727200,Active,54
116,170466458,135400471,Active,54
117,170466045,5282229,Active,53
118,170465670,443101,Active,53
119,170465704,6708701,Active,53
121,144207793,2734227,Active,53
122,144208894,21209,Active,53
123,144210146,3884,Active,53
124,170466575,60712,Active,53
125,170466359,5288209,Active,52
126,170466451,71894,Active,52
127,144210942,11285653,Active,52
128,144210939,13089,Active,52
129,144210733,2812,Active,52
130,144211277,14145,Active,52
131,144211853,75444,Active,52
132,144213657,60196435,Active,52
133,144208495,11742,Active,52
135,144209799,5284483,Active,52
136,170465399,135449332,Active,51
137,251919707,17109,Active,51
138,170465076,9444,Active,51
139,170465248,130313,Active,51
140,170465434,176870,Active,51
141,170465030,2728761,Active,51
142,170465129,60749,Active,51
143,170466835,6918454,Active,51
146,144211364,213016,Active,51
147,144212724,82146,Active,51
148,144212534,53249535,Active,51
149,144212048,20113,Active,51
150,144212238,92873,Active,51
152,144213478,5281875,Active,51
153,144213404,9275,Active,51
154,144207224,154914,Active,51
155,144207512,6439929,Active,51
156,144207537,11852,Active,51
157,144207927,7495,Active,51
158,144208070,8540,Active,51
159,144208420,13514,Active,51
160,144208693,3036,Active,51
162,144209244,4936,Active,51
163,144209459,7340,Active,51
164,144209662,18480,Active,51
165,144209672,31426,Active,51
166,144209922,14425,Active,51
167,251919827,608116,Active,50
168,251919667,246598,Active,50
169,170466267,75194,Active,50
170,170465157,8814,Active,50
171,170464663,5284600,Active,50
172,170466074,5709754,Active,50
173,170465343,5482,Active,50
174,144210568,60196406,Active,50
175,144211060,14994,Active,50
176,144211882,19402,Active,50
177,144212541,13783,Active,50
178,144212741,20906,Active,50
179,144213353,4931,Active,50
181,144207755,6619,Active,50
182,144209442,25622,Active,50
183,170464723,214348,Active,50
184,144214036,4115,Active,50
185,170465892,91771,Active,49
186,170465426,3278,Active,49
187,170466816,6758,Active,49
188,170466454,68186,Active,49
190,170465867,5282138,Active,49
192,170466012,3760,Active,49
194,144210756,9935274,Active,49
195,144210986,7551,Active,49
196,144211011,34469,Active,49
197,144211104,22833503,Active,49
198,144211394,8607,Active,49
199,144212068,5284462,Active,49
200,144212471,5833,Active,49
201,144212067,69765,Active,49
202,144212257,28417,Active,49
203,144211871,10234,Active,49
204,144211653,10303,Active,49
206,144207358,115157,Active,49
207,144207488,5993,Active,49
208,144207582,2406,Active,49
209,144207790,11461044,Active,49
210,144208095,98613,Active,49
212,144209175,7516,Active,49
213,144209329,992,Active,49
214,144209828,23160059,Active,49
215,170464949,55283,Active,49
216,144211158,6434889,Active,49
217,144212166,5284373,Active,49
218,170464927,4211,Active,48
219,170466561,4497,Active,48
220,170465856,5265,Active,48
221,170465559,4764,Active,48
222,170464814,5746,Active,48
223,170466809,173636,Active,48
224,170465481,7547,Active,48
225,170465599,104850,Active,48
226,170466843,16682738,Active,48
227,170466791,656641,Active,48
228,170466364,27812,Active,48
229,170465669,2194,Active,48
230,170465999,5284629,Active,48
231,144206829,9568078,Active,48
232,170466792,50491,Active,48
233,144210592,61253,Active,48
235,144210536,15981450,Active,48
236,144210902,5280961,Active,48
237,144211257,31677,Active,48
238,144211461,213032,Active,48
239,144213218,5280373,Active,48
240,144213850,5803,Active,48
241,144213703,68589,Active,48
242,144207759,8633,Active,48
243,144207791,22239085,Active,48
246,144208909,67271,Active,48
249,144209511,5111791,Active,48
250,144209522,62530,Active,48
251,144209731,60934,Active,48
252,144209812,11181836,Active,48
253,144209827,46226173,Active,48
254,144210040,68297,Active,48
255,144210189,2347,Active,48
259,144208314,969516,Active,48
260,251919726,6451142,Active,47
261,251919850,70671,Active,47
262,170465070,3784,Active,47
263,170466118,3060974,Active,47
264,170465992,3352,Active,47
265,170465711,7180,Active,47
266,170465961,150762,Active,47
267,170466076,3326,Active,47
268,170464981,20469,Active,47
269,170465883,108143,Active,47
270,144206837,20054967,Active,47
271,144206826,130990,Active,47
272,170465609,176167,Active,47
273,144210399,16129778,Active,47
274,144210527,9799979,Active,47
276,144210786,9867257,Active,47
277,144211206,1988,Active,47
278,144211300,11485,Active,47
279,144211366,86398,Active,47
280,144211411,93379,Active,47
281,144211427,86173,Active,47
282,144211648,21330,Active,47
284,144213182,8572,Active,47
285,144213044,163263,Active,47
287,144207290,13745,Active,47
288,144208159,7329,Active,47
289,144208183,7578,Active,47
290,144208345,7638,Active,47
291,144208722,67172,Active,47
292,144208829,43226,Active,47
293,144208983,7184,Active,47
294,144209025,40000,Active,47
295,144209280,13450,Active,47
301,170465013,150311,Active,47
302,144207711,197873,Active,47
303,170466259,206044,Active,46
304,170465914,6607,Active,46
305,251919861,83119,Active,46
307,170465471,3610,Active,46
308,170466485,23681233,Active,46
309,170465646,10041070,Active,46
310,170465332,6432394,Active,46
311,170466113,151194,Active,46
312,144206877,66067,Active,46
313,170466618,156422,Active,46
314,144206437,15984075,Active,46
316,144210903,60196414,Active,46
318,144211030,2078,Active,46
319,144211141,11048796,Active,46
320,144211222,6931,Active,46
321,144211407,91754,Active,46
323,144212652,5281607,Active,46
324,144212568,6112114,Active,46
326,144213227,7807,Active,46
327,144213201,5280443,Active,46
328,144213449,6777,Active,46
329,144213650,13271,Active,46
331,144207434,22571,Active,46
332,144207744,17569,Active,46
333,144207749,23019,Active,46
334,144208102,17231,Active,46
335,144208172,123504,Active,46
336,144208363,5280863,Active,46
339,144208825,5284363,Active,46
340,144208996,31356,Active,46
343,144209563,3224,Active,46
344,144209716,6450278,Active,46
345,144210191,28803,Active,46
348,144209430,6868,Active,46
349,170465681,3360,Active,45
350,251919831,6766,Active,45
351,251919891,17201,Active,45
352,251919944,6456,Active,45
353,170466525,73334,Active,45
354,170466873,11957725,Active,45
355,170466266,35375,Active,45
356,170465385,32798,Active,45
357,170466614,6433339,Active,45
359,170465393,123596,Active,45
360,170466338,56846451,Active,45
361,144213980,6051,Active,45
362,170465320,4499,Active,45
363,144207147,656667,Active,45
364,144210492,24860538,Active,45
365,144210429,3035,Active,45
366,144210537,153939,Active,45
367,144210560,9895468,Active,45
369,144210788,5591,Active,45
370,144211022,91744,Active,45
371,144211152,107080,Active,45
372,144211161,3391107,Active,45
373,144211526,51605,Active,45
374,144212165,5280378,Active,45
375,144212731,4659569,Active,45
376,144212680,9562059,Active,45
377,144212303,31208,Active,45
378,144212248,31315,Active,45
379,144211703,91593,Active,45
380,144213482,5283349,Active,45
381,144213671,22463,Active,45
382,144213733,14127,Active,45
383,144213787,3735,Active,45
384,144213666,10068207,Active,45
385,144207680,77080,Active,45
386,144208040,12184591,Active,45
387,144208328,16907,Active,45
388,144208593,51556,Active,45
390,144209037,44073,Active,45
391,144209134,70837,Active,45
392,144209179,6618,Active,45
393,144209194,5881,Active,45
395,144209418,7103,Active,45
396,144209583,6641,Active,45
398,144209989,22882,Active,45
399,144210099,11796,Active,45
403,170464977,5388983,Active,45
404,170465840,4177,Active,44
405,170465735,2482,Active,44
406,170465581,91610,Active,44
407,170466553,2750,Active,44
408,170465297,6005,Active,44
409,144213964,7381,Active,44
410,170466798,8269,Active,44
411,170466008,119583,Active,44
412,170466609,6719,Active,44
414,170464760,135398735,Active,44
415,144206807,216237,Active,44
416,144210703,2374,Active,44
417,144210822,8289,Active,44
418,144211097,2126,Active,44
419,144211111,25146,Active,44
420,144211215,9576412,Active,44
421,144211223,31200,Active,44
422,144211227,28935,Active,44
423,144211410,10403199,Active,44
424,144211523,100524,Active,44
425,144212536,32872,Active,44
426,144211848,80434,Active,44
428,144212237,54680085,Active,44
429,144211573,89440,Active,44
430,144212231,22094,Active,44
431,144212220,30709,Active,44
432,144211746,60196420,Active,44
433,144211588,3036974,Active,44
434,144212656,24321,Active,44
435,144211970,4320947,Active,44
436,144212014,116814,Active,44
437,144213211,11933,Active,44
439,144213566,8689,Active,44
441,144207259,6818,Active,44
442,144207747,56638112,Active,44
443,144207830,9958,Active,44
444,144208427,14347,Active,44
446,144208572,445154,Active,44
447,144208602,9552079,Active,44
448,144208995,50896,Active,44
450,144209168,86607,Active,44
451,144209324,14050,Active,44
453,144209422,7070,Active,44
454,144209433,441140,Active,44
457,144209796,23892,Active,44
459,170466131,3033968,Active,44
460,170465330,16051941,Active,44
461,144213669,59086459,Active,44
462,144209574,12472902,Active,44
463,251919764,5319706,Active,43
464,170466346,5702159,Active,43
465,170465827,3242,Active,43
466,170466461,161803,Active,43
467,170465200,2769,Active,43
468,170465969,35455,Active,43
469,170464911,6256,Active,43
470,144206842,443947,Active,43
471,144206430,12259683,Active,43
472,144210347,7564,Active,43
473,144210722,4807,Active,43
474,144210789,53316398,Active,43
475,144210785,10134976,Active,43
476,144211254,6778,Active,43
477,144211359,213031,Active,43
478,144212206,23665583,Active,43
479,144211599,4128060,Active,43
480,144211933,39230,Active,43
481,144212310,644213,Active,43
482,144211572,91692,Active,43
483,144211578,6733,Active,43
484,144212207,3034319,Active,43
485,144212912,75547,Active,43
486,144212963,62558,Active,43
487,144213632,2286,Active,43
488,144213554,10868,Active,43
489,144213848,19602,Active,43
490,144207274,4890,Active,43
491,144207406,41022,Active,43
492,144207699,20240,Active,43
493,144207743,87250,Active,43
494,144207953,31553,Active,43
496,144208207,7563,Active,43
497,144208547,25644,Active,43
498,144208621,638034,Active,43
499,144208989,3715,Active,43
500,144209034,6129,Active,43
502,144209094,38479,Active,43
503,144209151,75576,Active,43
505,144209364,26177,Active,43
506,144209507,16043,Active,43
509,251919786,119361,Active,42
510,251919645,17811,Active,42
511,144214016,3712,Active,42
512,170466198,68943,Active,42
513,144214035,11442,Active,42
514,144210530,3086618,Active,42
515,144210634,62311,Active,42
516,144210495,3286,Active,42
517,144210781,53316393,Active,42
518,144210961,16760153,Active,42
519,144211245,61008,Active,42
520,144211496,73665,Active,42
521,144211890,10107,Active,42
522,144212723,656583,Active,42
523,144212095,5392,Active,42
524,144211744,38884,Active,42
525,144211878,93528,Active,42
526,144211880,40520,Active,42
527,144212181,23678979,Active,42
528,144212218,20848,Active,42
529,144212027,54682468,Active,42
531,144213258,9880,Active,42
532,144213940,641298,Active,42
534,144212831,23666110,Active,42
536,144212507,13254,Active,42
537,144207333,2734223,Active,42
538,144207502,4485,Active,42
539,144207513,1548943,Active,42
540,144207707,4594,Active,42
541,144208171,17570,Active,42
544,144209318,7005,Active,42
545,144209367,3397,Active,42
546,144209529,86102,Active,42
547,144210154,74867,Active,42
549,170466328,9454,Active,41
550,144206383,13493,Active,41
551,144206434,200391,Active,41
552,144210526,6451325,Active,41
553,144210521,13283,Active,41
555,144210547,9882837,Active,41
556,144210625,444795,Active,41
558,144211002,91773,Active,41
559,144211013,73672,Active,41
560,144211128,4793,Active,41
561,144211430,22833489,Active,41
562,144211483,47938,Active,41
563,144211865,16143,Active,41
564,144211898,12309460,Active,41
565,144212677,11683,Active,41
566,144211738,17531,Active,41
567,144211747,1474,Active,41
568,144211775,6624,Active,41
569,144212107,60196425,Active,41
570,144213310,67174,Active,41
571,144212775,576026,Active,41
572,144213454,12955,Active,41
573,144207829,6929,Active,41
574,144208211,6371716,Active,41
576,144208574,4169,Active,41
577,144209089,8679,Active,41
578,144209188,638024,Active,41
580,144210020,137895,Active,41
582,251919770,17241,Active,40
583,144206415,21124389,Active,40
584,144210557,9869105,Active,40
585,144210563,53316380,Active,40
586,144211390,86429,Active,40
587,144211467,91757,Active,40
